archivo,ruta,paginas_totales,copias_detectadas,fecha_emision,periodo_desde,periodo_hasta,vencimiento_pago,emisor_razon_social,emisor_nombre_comercial,emisor_cuit,emisor_domicilio,emisor_condicion_iva,emisor_fecha_inicio_actividades,receptor_cuit,receptor_razon_social,receptor_domicilio,receptor_condicion_iva,condicion_venta,comprobante_tipo,comprobante_codigo,punto_venta,numero_comprobante,cae,vencimiento_cae,pagina_referencia,leyenda,cantidad_items,items_descripcion,items_alicuota_iva,items_subtotal,items_subtotal_con_iva,items_json,importe_otros_tributos,importe_neto_no_gravado,importe_neto_gravado,iva_27,iva_21,iva_10_5,iva_5,iva_2_5,iva_0,importe_total,texto_unico
30714894346_001_00002_00003734.pdf,C:\Users\ThinkPad-PC\Documents\GitHub\AFIP-nuevo\bot_newsan\facturas_para_carga\30714894346_001_00002_00003734.pdf,3,ORIGINAL | DUPLICADO | TRIPLICADO,15/05/2026,15/05/2026,15/05/2026,15/05/2026,ARANCIA SERVICES S.R.L.,ARANCIA TRAVEL,30714894346,Saenz Peña R. Pte. Av. 720 Piso:4 Dpto:C - Ciudad de Buenos Aires,IVA Responsable Inscripto,01/12/2016,30615265450,NEW PGA S. R. L.,"Exruta Nac 7 Km 0,700 0 - Villa Mercedes, San Luis",IVA Responsable Inscripto,Tarjeta de Crédito,A,01,00002,00003734,86205730062053,25/05/2026,Pág. 1/1,"""LEGAJO Nº 15039 EVT""",3,CECO 1281 INTERMEDIACION POR EMISION DE PASAJE AEREO CORBUECOR PASAJERO CORZO PAULA | IMPORTE NO GRAVADO | GESTION DE SERVICIO,"10,5% | No gravado | 21%",530546.0 | 47467.68 | 41508.73,586253.33 | 47467.68 | 50225.56,"[{""descripcion"": ""CECO 1281 INTERMEDIACION POR EMISION DE PASAJE AEREO CORBUECOR PASAJERO CORZO PAULA"", ""cantidad"": 1.0, ""unidad_medida"": ""unidades"", ""precio_unitario"": 530546.0, ""bonificacion"": 0.0, ""subtotal"": 530546.0, ""alicuota_iva"": ""10,5%"", ""subtotal_con_iva"": 586253.33}, {""descripcion"": ""IMPORTE NO GRAVADO"", ""cantidad"": 1.0, ""unidad_medida"": ""unidades"", ""precio_unitario"": 47467.68, ""bonificacion"": 0.0, ""subtotal"": 47467.68, ""alicuota_iva"": ""No gravado"", ""subtotal_con_iva"": 47467.68}, {""descripcion"": ""GESTION DE SERVICIO"", ""cantidad"": 1.0, ""unidad_medida"": ""unidades"", ""precio_unitario"": 41508.73, ""bonificacion"": 0.0, ""subtotal"": 41508.73, ""alicuota_iva"": ""21%"", ""subtotal_con_iva"": 50225.56}]",0.0,47467.68,572054.73,0.0,8716.83,55707.33,0.0,0.0,0.0,683946.57,"Fecha de Emisión: ARANCIA SERVICES S.R.L. Saenz Peña R. Pte. Av. 720 Piso:4 Dpto:C - Ciudad de Buenos Aires Período Facturado Desde: Hasta: Fecha de Vto. para el pago: CUIT: Condición de venta: Condición frente al IVA: Apellido y Nombre / Razón Social: Domicilio Comercial: 15/05/2026 15/05/2026 15/05/2026 15/05/2026 30714894346 30615265450 NEW PGA S. R. L. Exruta Nac 7 Km 0,700 0 - Villa Mercedes, San Luis Tarjeta de Crédito CUIT: Ingresos Brutos: Fecha de Inicio de Actividades: Punto de Venta: Comp. Nro:00002 00003734 Domicilio Comercial: Razón Social: ARANCIA TRAVEL Condición frente al IVA: FACTURAACOD. 01 IVA Responsable Inscripto IVA Responsable Inscripto 01/12/2016 30714894346 Código Producto / Servicio Cantidad U. medida Precio Unit. % Bonif Subtotal Alicuota IVA Subtotal c/IVA CECO 1281 INTERMEDIACION POR EMISION DE PASAJE AEREO CORBUECOR PASAJERO CORZO PAULA 1,00 unidades 530546,00 0,00 530546,00 10,5% 586253,33 IMPORTE NO GRAVADO 1,00 unidades 47467,68 0,00 47467,68 No gravado 47467,68 GESTION DE SERVICIO 1,00 unidades 41508,73 0,00 41508,73 21% 50225,56 CAE N°: Fecha de Vto. de CAE: Comprobante Autorizado Esta Agencia no se responsabiliza por los datos ingresados en el detalle de la operación 25/05/2026 86205730062053 ""LEGAJO Nº 15039 EVT"" Importe Otros Tributos: $ 0,00 Importe Neto No Gravado: $ 47467,68 Importe Neto Gravado: $ 572054,73 IVA 27%: $ 0,00 IVA 21%: $ 8716,83 IVA 10.5%: $ 55707,33 IVA 5%: $ 0,00 IVA 2.5%: $ 0,00 Importe Otros Tributos: $ 0,00 Importe Total: $ 683946,57 IVA 0%: $ 0,00 Pág. 1/1"
30714894346_001_00002_00003738.pdf,C:\Users\ThinkPad-PC\Documents\GitHub\AFIP-nuevo\bot_newsan\facturas_para_carga\30714894346_001_00002_00003738.pdf,3,ORIGINAL | DUPLICADO | TRIPLICADO,18/05/2026,18/05/2026,18/05/2026,18/05/2026,ARANCIA SERVICES S.R.L.,ARANCIA TRAVEL,30714894346,Saenz Peña R. Pte. Av. 720 Piso:4 Dpto:C - Ciudad de Buenos Aires,IVA Responsable Inscripto,01/12/2016,30615265450,NEW PGA S. R. L.,"Exruta Nac 7 Km 0,700 0 - Villa Mercedes, San Luis",IVA Responsable Inscripto,Tarjeta de Crédito,A,01,00002,00003738,86206080253814,28/05/2026,Pág. 1/1,"""LEGAJO Nº 15039 EVT""",4,CECO 1281 INTERMEDIACION POR EMISION DE PASAJE AEREO CORBUECOR ALOJAMIENTO EN CABA PASAJERO DELLA VEDOVA TEDESCHI EMILIANO | IMPORTE NO GRAVADO | IMPORTE GRAVADO | GESTION DE SERVICIO,"10,5% | No gravado | 21% | 21%",625213.74 | 247670.78 | 12453.75 | 62460.87,690861.18 | 247670.78 | 15069.04 | 75577.65,"[{""descripcion"": ""CECO 1281 INTERMEDIACION POR EMISION DE PASAJE AEREO CORBUECOR ALOJAMIENTO EN CABA PASAJERO DELLA VEDOVA TEDESCHI EMILIANO"", ""cantidad"": 1.0, ""unidad_medida"": ""unidades"", ""precio_unitario"": 625213.74, ""bonificacion"": 0.0, ""subtotal"": 625213.74, ""alicuota_iva"": ""10,5%"", ""subtotal_con_iva"": 690861.18}, {""descripcion"": ""IMPORTE NO GRAVADO"", ""cantidad"": 1.0, ""unidad_medida"": ""unidades"", ""precio_unitario"": 247670.78, ""bonificacion"": 0.0, ""subtotal"": 247670.78, ""alicuota_iva"": ""No gravado"", ""subtotal_con_iva"": 247670.78}, {""descripcion"": ""IMPORTE GRAVADO"", ""cantidad"": 1.0, ""unidad_medida"": ""unidades"", ""precio_unitario"": 12453.75, ""bonificacion"": 0.0, ""subtotal"": 12453.75, ""alicuota_iva"": ""21%"", ""subtotal_con_iva"": 15069.04}, {""descripcion"": ""GESTION DE SERVICIO"", ""cantidad"": 1.0, ""unidad_medida"": ""unidades"", ""precio_unitario"": 62460.87, ""bonificacion"": 0.0, ""subtotal"": 62460.87, ""alicuota_iva"": ""21%"", ""subtotal_con_iva"": 75577.65}]",0.0,247670.78,700128.36,0.0,15732.07,65647.44,0.0,0.0,0.0,1029178.65,"Fecha de Emisión: ARANCIA SERVICES S.R.L. Saenz Peña R. Pte. Av. 720 Piso:4 Dpto:C - Ciudad de Buenos Aires Período Facturado Desde: Hasta: Fecha de Vto. para el pago: CUIT: Condición de venta: Condición frente al IVA: Apellido y Nombre / Razón Social: Domicilio Comercial: 18/05/2026 18/05/2026 18/05/2026 18/05/2026 30714894346 30615265450 NEW PGA S. R. L. Exruta Nac 7 Km 0,700 0 - Villa Mercedes, San Luis Tarjeta de Crédito CUIT: Ingresos Brutos: Fecha de Inicio de Actividades: Punto de Venta: Comp. Nro:00002 00003738 Domicilio Comercial: Razón Social: ARANCIA TRAVEL Condición frente al IVA: FACTURAACOD. 01 IVA Responsable Inscripto IVA Responsable Inscripto 01/12/2016 30714894346 Código Producto / Servicio Cantidad U. medida Precio Unit. % Bonif Subtotal Alicuota IVA Subtotal c/IVA CECO 1281 INTERMEDIACION POR EMISION DE PASAJE AEREO CORBUECOR ALOJAMIENTO EN CABA PASAJERO DELLA VEDOVA TEDESCHI EMILIANO 1,00 unidades 625213,74 0,00 625213,74 10,5% 690861,18 IMPORTE NO GRAVADO 1,00 unidades 247670,78 0,00 247670,78 No gravado 247670,78 IMPORTE GRAVADO 1,00 unidades 12453,75 0,00 12453,75 21% 15069,04 GESTION DE SERVICIO 1,00 unidades 62460,87 0,00 62460,87 21% 75577,65 CAE N°: Fecha de Vto. de CAE: Comprobante Autorizado Esta Agencia no se responsabiliza por los datos ingresados en el detalle de la operación 28/05/2026 86206080253814 ""LEGAJO Nº 15039 EVT"" Importe Otros Tributos: $ 0,00 Importe Neto No Gravado: $ 247670,78 Importe Neto Gravado: $ 700128,36 IVA 27%: $ 0,00 IVA 21%: $ 15732,07 IVA 10.5%: $ 65647,44 IVA 5%: $ 0,00 IVA 2.5%: $ 0,00 Importe Otros Tributos: $ 0,00 Importe Total: $ 1029178,65 IVA 0%: $ 0,00 Pág. 1/1"
30714894346_001_00002_00003740.pdf,C:\Users\ThinkPad-PC\Documents\GitHub\AFIP-nuevo\bot_newsan\facturas_para_carga\30714894346_001_00002_00003740.pdf,3,ORIGINAL | DUPLICADO | TRIPLICADO,21/05/2026,21/05/2026,21/05/2026,21/05/2026,ARANCIA SERVICES S.R.L.,ARANCIA TRAVEL,30714894346,Saenz Peña R. Pte. Av. 720 Piso:4 Dpto:C - Ciudad de Buenos Aires,IVA Responsable Inscripto,01/12/2016,30615265450,NEW PGA S. R. L.,"Exruta Nac 7 Km 0,700 0 - Villa Mercedes, San Luis",IVA Responsable Inscripto,Tarjeta de Crédito,A,01,00002,00003740,86216407483627,31/05/2026,Pág. 1/1,"""LEGAJO Nº 15039 EVT""",3,CECO 1282 INTERMEDIACION POR EMISION DE PASAJE AEREO CORSLACOR PASAJERO RUGERONI MARIA JULIA | IMPORTE NO GRAVADO | GESTION DE SERVICIO,"10,5% | No gravado | 21%",515733.33 | 64302.67 | 41539.31,569885.33 | 64302.67 | 50262.57,"[{""descripcion"": ""CECO 1282 INTERMEDIACION POR EMISION DE PASAJE AEREO CORSLACOR PASAJERO RUGERONI MARIA JULIA"", ""cantidad"": 1.0, ""unidad_medida"": ""unidades"", ""precio_unitario"": 515733.33, ""bonificacion"": 0.0, ""subtotal"": 515733.33, ""alicuota_iva"": ""10,5%"", ""subtotal_con_iva"": 569885.33}, {""descripcion"": ""IMPORTE NO GRAVADO"", ""cantidad"": 1.0, ""unidad_medida"": ""unidades"", ""precio_unitario"": 64302.67, ""bonificacion"": 0.0, ""subtotal"": 64302.67, ""alicuota_iva"": ""No gravado"", ""subtotal_con_iva"": 64302.67}, {""descripcion"": ""GESTION DE SERVICIO"", ""cantidad"": 1.0, ""unidad_medida"": ""unidades"", ""precio_unitario"": 41539.31, ""bonificacion"": 0.0, ""subtotal"": 41539.31, ""alicuota_iva"": ""21%"", ""subtotal_con_iva"": 50262.57}]",0.0,64302.67,557272.64,0.0,8723.26,54152.0,0.0,0.0,0.0,684450.57,"Fecha de Emisión: ARANCIA SERVICES S.R.L. Saenz Peña R. Pte. Av. 720 Piso:4 Dpto:C - Ciudad de Buenos Aires Período Facturado Desde: Hasta: Fecha de Vto. para el pago: CUIT: Condición de venta: Condición frente al IVA: Apellido y Nombre / Razón Social: Domicilio Comercial: 21/05/2026 21/05/2026 21/05/2026 21/05/2026 30714894346 30615265450 NEW PGA S. R. L. Exruta Nac 7 Km 0,700 0 - Villa Mercedes, San Luis Tarjeta de Crédito CUIT: Ingresos Brutos: Fecha de Inicio de Actividades: Punto de Venta: Comp. Nro:00002 00003740 Domicilio Comercial: Razón Social: ARANCIA TRAVEL Condición frente al IVA: FACTURAACOD. 01 IVA Responsable Inscripto IVA Responsable Inscripto 01/12/2016 30714894346 Código Producto / Servicio Cantidad U. medida Precio Unit. % Bonif Subtotal Alicuota IVA Subtotal c/IVA CECO 1282 INTERMEDIACION POR EMISION DE PASAJE AEREO CORSLACOR PASAJERO RUGERONI MARIA JULIA 1,00 unidades 515733,33 0,00 515733,33 10,5% 569885,33 IMPORTE NO GRAVADO 1,00 unidades 64302,67 0,00 64302,67 No gravado 64302,67 GESTION DE SERVICIO 1,00 unidades 41539,31 0,00 41539,31 21% 50262,57 CAE N°: Fecha de Vto. de CAE: Comprobante Autorizado Esta Agencia no se responsabiliza por los datos ingresados en el detalle de la operación 31/05/2026 86216407483627 ""LEGAJO Nº 15039 EVT"" Importe Otros Tributos: $ 0,00 Importe Neto No Gravado: $ 64302,67 Importe Neto Gravado: $ 557272,64 IVA 27%: $ 0,00 IVA 21%: $ 8723,26 IVA 10.5%: $ 54152,00 IVA 5%: $ 0,00 IVA 2.5%: $ 0,00 Importe Otros Tributos: $ 0,00 Importe Total: $ 684450,57 IVA 0%: $ 0,00 Pág. 1/1"
30714894346_001_00002_00003743.pdf,C:\Users\ThinkPad-PC\Documents\GitHub\AFIP-nuevo\bot_newsan\facturas_para_carga\30714894346_001_00002_00003743.pdf,3,ORIGINAL | DUPLICADO | TRIPLICADO,21/05/2026,21/05/2026,21/05/2026,21/05/2026,ARANCIA SERVICES S.R.L.,ARANCIA TRAVEL,30714894346,Saenz Peña R. Pte. Av. 720 Piso:4 Dpto:C - Ciudad de Buenos Aires,IVA Responsable Inscripto,01/12/2016,30615265450,NEW PGA S. R. L.,"Exruta Nac 7 Km 0,700 0 - Villa Mercedes, San Luis",IVA Responsable Inscripto,Tarjeta de Crédito,A,01,00002,00003743,86216444710074,31/05/2026,Pág. 1/1,"""LEGAJO Nº 15039 EVT""",3,CECO 1282 INTERMEDIACION POR EMISION DE PASAJE AEREO BUESLABUE PASAJERO SMOCOVICH CATALINA | IMPORTE NO GRAVADO | GESTION DE SERVICIO,"10,5% | No gravado | 21%",487518.78 | 47467.75 | 38394.53,538708.25 | 47467.75 | 46457.38,"[{""descripcion"": ""CECO 1282 INTERMEDIACION POR EMISION DE PASAJE AEREO BUESLABUE PASAJERO SMOCOVICH CATALINA"", ""cantidad"": 1.0, ""unidad_medida"": ""unidades"", ""precio_unitario"": 487518.78, ""bonificacion"": 0.0, ""subtotal"": 487518.78, ""alicuota_iva"": ""10,5%"", ""subtotal_con_iva"": 538708.25}, {""descripcion"": ""IMPORTE NO GRAVADO"", ""cantidad"": 1.0, ""unidad_medida"": ""unidades"", ""precio_unitario"": 47467.75, ""bonificacion"": 0.0, ""subtotal"": 47467.75, ""alicuota_iva"": ""No gravado"", ""subtotal_con_iva"": 47467.75}, {""descripcion"": ""GESTION DE SERVICIO"", ""cantidad"": 1.0, ""unidad_medida"": ""unidades"", ""precio_unitario"": 38394.53, ""bonificacion"": 0.0, ""subtotal"": 38394.53, ""alicuota_iva"": ""21%"", ""subtotal_con_iva"": 46457.38}]",0.0,47467.75,525913.31,0.0,8062.85,51189.47,0.0,0.0,0.0,632633.38,"Fecha de Emisión: ARANCIA SERVICES S.R.L. Saenz Peña R. Pte. Av. 720 Piso:4 Dpto:C - Ciudad de Buenos Aires Período Facturado Desde: Hasta: Fecha de Vto. para el pago: CUIT: Condición de venta: Condición frente al IVA: Apellido y Nombre / Razón Social: Domicilio Comercial: 21/05/2026 21/05/2026 21/05/2026 21/05/2026 30714894346 30615265450 NEW PGA S. R. L. Exruta Nac 7 Km 0,700 0 - Villa Mercedes, San Luis Tarjeta de Crédito CUIT: Ingresos Brutos: Fecha de Inicio de Actividades: Punto de Venta: Comp. Nro:00002 00003743 Domicilio Comercial: Razón Social: ARANCIA TRAVEL Condición frente al IVA: FACTURAACOD. 01 IVA Responsable Inscripto IVA Responsable Inscripto 01/12/2016 30714894346 Código Producto / Servicio Cantidad U. medida Precio Unit. % Bonif Subtotal Alicuota IVA Subtotal c/IVA CECO 1282 INTERMEDIACION POR EMISION DE PASAJE AEREO BUESLABUE PASAJERO SMOCOVICH CATALINA 1,00 unidades 487518,78 0,00 487518,78 10,5% 538708,25 IMPORTE NO GRAVADO 1,00 unidades 47467,75 0,00 47467,75 No gravado 47467,75 GESTION DE SERVICIO 1,00 unidades 38394,53 0,00 38394,53 21% 46457,38 CAE N°: Fecha de Vto. de CAE: Comprobante Autorizado Esta Agencia no se responsabiliza por los datos ingresados en el detalle de la operación 31/05/2026 86216444710074 ""LEGAJO Nº 15039 EVT"" Importe Otros Tributos: $ 0,00 Importe Neto No Gravado: $ 47467,75 Importe Neto Gravado: $ 525913,31 IVA 27%: $ 0,00 IVA 21%: $ 8062,85 IVA 10.5%: $ 51189,47 IVA 5%: $ 0,00 IVA 2.5%: $ 0,00 Importe Otros Tributos: $ 0,00 Importe Total: $ 632633,38 IVA 0%: $ 0,00 Pág. 1/1"
30714894346_001_00002_00003746.pdf,C:\Users\ThinkPad-PC\Documents\GitHub\AFIP-nuevo\bot_newsan\facturas_para_carga\30714894346_001_00002_00003746.pdf,3,ORIGINAL | DUPLICADO | TRIPLICADO,22/05/2026,22/05/2026,22/05/2026,22/05/2026,ARANCIA SERVICES S.R.L.,ARANCIA TRAVEL,30714894346,Saenz Peña R. Pte. Av. 720 Piso:4 Dpto:C - Ciudad de Buenos Aires,IVA Responsable Inscripto,01/12/2016,30615265450,NEW PGA S. R. L.,"Exruta Nac 7 Km 0,700 0 - Villa Mercedes, San Luis",IVA Responsable Inscripto,Tarjeta de Crédito,A,01,00002,00003746,86216542850106,01/06/2026,Pág. 1/1,"""LEGAJO Nº 15039 EVT""",3,CECO 1282 INTERMEDIACION POR ALOJAMIENTO EN SALTA PASAJERO RUGERONI MARIA JULIA | IMPORTE NO GRAVADO | GESTION DE SERVICIO,No gravado | 21% | 21%,311318.43 | 19365.76 | 21926.19,311318.43 | 23432.57 | 26530.69,"[{""descripcion"": ""CECO 1282 INTERMEDIACION POR ALOJAMIENTO EN SALTA PASAJERO RUGERONI MARIA JULIA"", ""cantidad"": 1.0, ""unidad_medida"": ""unidades"", ""precio_unitario"": 311318.43, ""bonificacion"": 0.0, ""subtotal"": 311318.43, ""alicuota_iva"": ""No gravado"", ""subtotal_con_iva"": 311318.43}, {""descripcion"": ""IMPORTE NO GRAVADO"", ""cantidad"": 1.0, ""unidad_medida"": ""unidades"", ""precio_unitario"": 19365.76, ""bonificacion"": 0.0, ""subtotal"": 19365.76, ""alicuota_iva"": ""21%"", ""subtotal_con_iva"": 23432.57}, {""descripcion"": ""GESTION DE SERVICIO"", ""cantidad"": 1.0, ""unidad_medida"": ""unidades"", ""precio_unitario"": 21926.19, ""bonificacion"": 0.0, ""subtotal"": 21926.19, ""alicuota_iva"": ""21%"", ""subtotal_con_iva"": 26530.69}]",0.0,311318.43,41291.95,0.0,8671.31,0.0,0.0,0.0,0.0,361281.69,"Fecha de Emisión: ARANCIA SERVICES S.R.L. Saenz Peña R. Pte. Av. 720 Piso:4 Dpto:C - Ciudad de Buenos Aires Período Facturado Desde: Hasta: Fecha de Vto. para el pago: CUIT: Condición de venta: Condición frente al IVA: Apellido y Nombre / Razón Social: Domicilio Comercial: 22/05/2026 22/05/2026 22/05/2026 22/05/2026 30714894346 30615265450 NEW PGA S. R. L. Exruta Nac 7 Km 0,700 0 - Villa Mercedes, San Luis Tarjeta de Crédito CUIT: Ingresos Brutos: Fecha de Inicio de Actividades: Punto de Venta: Comp. Nro:00002 00003746 Domicilio Comercial: Razón Social: ARANCIA TRAVEL Condición frente al IVA: FACTURAACOD. 01 IVA Responsable Inscripto IVA Responsable Inscripto 01/12/2016 30714894346 Código Producto / Servicio Cantidad U. medida Precio Unit. % Bonif Subtotal Alicuota IVA Subtotal c/IVA CECO 1282 INTERMEDIACION POR ALOJAMIENTO EN SALTA PASAJERO RUGERONI MARIA JULIA 1,00 unidades 311318,43 0,00 311318,43 No gravado 311318,43 IMPORTE NO GRAVADO 1,00 unidades 19365,76 0,00 19365,76 21% 23432,57 GESTION DE SERVICIO 1,00 unidades 21926,19 0,00 21926,19 21% 26530,69 CAE N°: Fecha de Vto. de CAE: Comprobante Autorizado Esta Agencia no se responsabiliza por los datos ingresados en el detalle de la operación 01/06/2026 86216542850106 ""LEGAJO Nº 15039 EVT"" Importe Otros Tributos: $ 0,00 Importe Neto No Gravado: $ 311318,43 Importe Neto Gravado: $ 41291,95 IVA 27%: $ 0,00 IVA 21%: $ 8671,31 IVA 10.5%: $ 0,00 IVA 5%: $ 0,00 IVA 2.5%: $ 0,00 Importe Otros Tributos: $ 0,00 Importe Total: $ 361281,69 IVA 0%: $ 0,00 Pág. 1/1"
30714894346_001_00002_00003758.pdf,C:\Users\ThinkPad-PC\Documents\GitHub\AFIP-nuevo\bot_newsan\facturas_para_carga\30714894346_001_00002_00003758.pdf,3,ORIGINAL | DUPLICADO | TRIPLICADO,26/05/2026,26/05/2026,26/05/2026,26/05/2026,ARANCIA SERVICES S.R.L.,ARANCIA TRAVEL,30714894346,Saenz Peña R. Pte. Av. 720 Piso:4 Dpto:C - Ciudad de Buenos Aires,IVA Responsable Inscripto,01/12/2016,30615265450,NEW PGA S. R. L.,"Exruta Nac 7 Km 0,700 0 - Villa Mercedes, San Luis",IVA Responsable Inscripto,Tarjeta de Crédito,A,01,00002,00003758,86217017391759,05/06/2026,Pág. 1/1,"""LEGAJO Nº 15039 EVT""",3,CECO 2001 INTERMEDIACION POR ALOJAMIENTO EN RIO CUARTO PASAJERO ALBERTINAZZI DIEGO | IMPORTE GRAVADO | GESTION DE SERVICIO,No gravado | 21% | 21%,138105.93 | 8590.97 | 9726.82,138105.93 | 10395.07 | 11769.45,"[{""descripcion"": ""CECO 2001 INTERMEDIACION POR ALOJAMIENTO EN RIO CUARTO PASAJERO ALBERTINAZZI DIEGO"", ""cantidad"": 1.0, ""unidad_medida"": ""unidades"", ""precio_unitario"": 138105.93, ""bonificacion"": 0.0, ""subtotal"": 138105.93, ""alicuota_iva"": ""No gravado"", ""subtotal_con_iva"": 138105.93}, {""descripcion"": ""IMPORTE GRAVADO"", ""cantidad"": 1.0, ""unidad_medida"": ""unidades"", ""precio_unitario"": 8590.97, ""bonificacion"": 0.0, ""subtotal"": 8590.97, ""alicuota_iva"": ""21%"", ""subtotal_con_iva"": 10395.07}, {""descripcion"": ""GESTION DE SERVICIO"", ""cantidad"": 1.0, ""unidad_medida"": ""unidades"", ""precio_unitario"": 9726.82, ""bonificacion"": 0.0, ""subtotal"": 9726.82, ""alicuota_iva"": ""21%"", ""subtotal_con_iva"": 11769.45}]",0.0,138105.93,18317.79,0.0,3846.73,0.0,0.0,0.0,0.0,160270.45,"Fecha de Emisión: ARANCIA SERVICES S.R.L. Saenz Peña R. Pte. Av. 720 Piso:4 Dpto:C - Ciudad de Buenos Aires Período Facturado Desde: Hasta: Fecha de Vto. para el pago: CUIT: Condición de venta: Condición frente al IVA: Apellido y Nombre / Razón Social: Domicilio Comercial: 26/05/2026 26/05/2026 26/05/2026 26/05/2026 30714894346 30615265450 NEW PGA S. R. L. Exruta Nac 7 Km 0,700 0 - Villa Mercedes, San Luis Tarjeta de Crédito CUIT: Ingresos Brutos: Fecha de Inicio de Actividades: Punto de Venta: Comp. Nro:00002 00003758 Domicilio Comercial: Razón Social: ARANCIA TRAVEL Condición frente al IVA: FACTURAACOD. 01 IVA Responsable Inscripto IVA Responsable Inscripto 01/12/2016 30714894346 Código Producto / Servicio Cantidad U. medida Precio Unit. % Bonif Subtotal Alicuota IVA Subtotal c/IVA CECO 2001 INTERMEDIACION POR ALOJAMIENTO EN RIO CUARTO PASAJERO ALBERTINAZZI DIEGO 1,00 unidades 138105,93 0,00 138105,93 No gravado 138105,93 IMPORTE GRAVADO 1,00 unidades 8590,97 0,00 8590,97 21% 10395,07 GESTION DE SERVICIO 1,00 unidades 9726,82 0,00 9726,82 21% 11769,45 CAE N°: Fecha de Vto. de CAE: Comprobante Autorizado Esta Agencia no se responsabiliza por los datos ingresados en el detalle de la operación 05/06/2026 86217017391759 ""LEGAJO Nº 15039 EVT"" Importe Otros Tributos: $ 0,00 Importe Neto No Gravado: $ 138105,93 Importe Neto Gravado: $ 18317,79 IVA 27%: $ 0,00 IVA 21%: $ 3846,73 IVA 10.5%: $ 0,00 IVA 5%: $ 0,00 IVA 2.5%: $ 0,00 Importe Otros Tributos: $ 0,00 Importe Total: $ 160270,45 IVA 0%: $ 0,00 Pág. 1/1"
